RA,Fase,Turma,Nome,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV
RA-732,0,I,Aluno-732,2013,9,Menino,2022,Escola Pública,,,Ametista,7.347,377,113,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.9,8.8,Não atendido,7.2,7.5,6.8,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-733,0,J,Aluno-733,2013,9,Menina,2022,Escola Pública,,,Ágata,6.684,594,163,13,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.5,5.6,Sem limitações,5.1,6.0,4.2,,Não,Não,6.917,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-734,0,J,Aluno-734,2012,10,Menina,2022,Escola Pública,,,Ágata,6.952,505,145,9,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,7.2,5.6,Sem limitações,7.3,8.0,6.5,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-735,0,J,Aluno-735,2012,10,Menina,2021,Escola Pública,,Ametista,Ametista,7.485,316,92,4,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.0,5.6,Sem limitações,7.3,7.8,6.7,,Não,Sim,8.583,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-736,0,J,Aluno-736,2012,10,Menino,2022,Escola Pública,,,Ágata,6.707,589,162,12,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.5,5.6,Sem limitações,5.4,4.7,6.2,,Não,Não,7.0,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-737,0,J,Aluno-737,2013,9,Menina,2022,Escola Pública,,,Ametista,8.058,131,37,1,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,9.2,5.6,Sem limitações,9.0,8.5,9.5,,Não,Sim,9.167,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-738,0,J,Aluno-738,2014,8,Menina,2022,Escola Pública,,,Ametista,7.227,417,124,6,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.1,5.6,Sem limitações,5.7,7.7,3.7,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-739,0,J,Aluno-739,2014,8,Menino,2022,Escola Pública,,,Ágata,6.82,549,156,11,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,6.4,7.3,5.6,Sem limitações,5.9,6.0,5.8,,Não,Não,7.083,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-740,0,J,Aluno-740,2013,9,Menina,2022,Escola Pública,,,Ametista,7.218,420,125,7,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.0,5.6,Sem limitações,7.2,7.3,7.0,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-741,0,J,Aluno-741,2012,10,Menina,2022,Escola Pública,,,Ágata,6.896,526,150,10,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.4,5.6,Sem limitações,6.3,7.3,5.2,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-742,0,J,Aluno-742,2013,9,Menina,2022,Escola Pública,,,Ametista,7.097,456,132,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.7,5.0,Sem limitações,7.3,8.3,6.2,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-743,0,J,Aluno-743,2013,9,Menina,2022,Escola Pública,,,Ágata,6.672,597,164,14,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,5.6,Sem limitações,4.8,4.8,4.8,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-744,0,J,Aluno-744,2014,8,Menina,2022,Escola Pública,,,Ametista,7.742,220,58,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.7,5.6,Sem limitações,6.2,6.0,6.3,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-745,0,J,Aluno-745,2013,9,Menino,2021,Rede Decisão,,Topázio,Ametista,7.382,367,111,5,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,8.5,5.6,Sem limitações,8.1,8.5,7.7,,Não,Não,7.75,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-746,0,J,Aluno-746,2014,8,Menino,2022,Escola Pública,,,Ametista,7.656,253,70,3,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,9.1,5.6,Sem limitações,7.2,7.7,6.7,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-747,0,K,Aluno-747,2011,11,Menina,2022,Escola Pública,,,Ametista,7.676,245,66,6,2,Avaliador-11,Mantido na Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.6,7.5,Não atendido,8.8,8.2,9.4,,Sim,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-748,0,K,Aluno-748,2013,9,Menino,2022,Escola Pública,,,Topázio,8.084,122,34,5,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,7.5,Não atendido,9.1,9.6,8.6,,Sim,Não,8.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-749,0,K,Aluno-749,2013,9,Menino,2022,Escola Pública,,,Ametista,7.484,318,94,7,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.7,7.5,Não atendido,8.8,9.5,8.1,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-750,0,K,Aluno-750,2012,10,Menino,2019,Escola Pública,Ágata,Ágata,Ágata,6.344,670,173,10,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,4.4,Não indicado,6.8,7.1,6.4,,Não,Não,5.167,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-751,0,K,Aluno-751,2011,11,Menino,2022,Escola Pública,,,Quartzo,5.246,808,187,11,2,Avaliador-11,Não avaliado,Avaliador-3,Não avaliado,,Não avaliado,,,8.5,5.8,7.5,Não atendido,3.8,2.7,4.9,,Não,Não,6.167,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-752,0,K,Aluno-752,2011,11,Menina,2022,Escola Pública,,,Topázio,8.197,86,22,4,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,7.5,Não atendido,9.5,9.6,9.4,,Sim,Sim,8.417,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-753,0,K,Aluno-753,2014,8,Menina,2022,Escola Pública,,,Topázio,8.481,37,8,2,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.6,7.5,Não atendido,9.1,9.4,8.8,,Sim,Sim,8.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-754,0,K,Aluno-754,2013,9,Menino,2022,Escola Pública,,,Ágata,6.602,626,169,9,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,5.8,4.4,Não indicado,7.9,7.8,8.1,,Não,Não,6.917,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-755,0,K,Aluno-755,2014,8,Menino,2022,Escola Pública,,,Topázio,8.566,29,4,1,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.2,6.9,Não atendido,9.5,9.8,9.3,,Sim,Não,8.083,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-756,0,K,Aluno-756,2013,9,Menino,2022,Escola Pública,,,Ágata,6.976,495,142,8,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,7.5,Não atendido,5.7,5.6,5.8,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-757,0,K,Aluno-757,2013,9,Menina,2022,Escola Pública,,,Topázio,8.26,71,18,3,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.3,7.5,Não atendido,9.7,9.9,9.6,,Sim,Sim,8.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-758,0,L,Aluno-758,2013,9,Menino,2022,Escola Pública,,,Ametista,7.911,166,45,5,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.1,7.5,Não atendido,8.1,8.0,8.2,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-759,0,L,Aluno-759,2012,10,Menina,2021,Escola Pública,,Ágata,Ametista,7.563,288,81,7,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,7.5,Não atendido,7.5,8.3,6.7,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-760,0,L,Aluno-760,2011,11,Menino,2021,Escola Pública,,Ametista,Topázio,8.172,94,25,2,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.2,7.5,Não atendido,8.8,9.3,8.2,,Não,Sim,8.917,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-761,0,L,Aluno-761,2013,9,Menino,2022,Escola Pública,,,Topázio,8.06,130,36,3,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.4,7.5,Não atendido,8.2,8.8,7.5,,Não,Não,8.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-762,0,L,Aluno-762,2010,12,Menino,2022,Escola Pública,,,Ametista,7.28,402,118,10,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.7,7.5,Não atendido,6.7,7.3,6.0,,Não,Não,7.083,2.5,Fase 3 (7º e 8º ano),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-763,0,L,Aluno-763,2012,10,Menina,2021,Escola Pública,,Ágata,Ametista,7.402,361,109,9,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.7,7.5,Não atendido,6.5,6.3,6.7,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-764,0,L,Aluno-764,2014,8,Menino,2022,Escola Pública,,,Ametista,8.004,141,38,4,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.8,7.5,Não atendido,7.5,7.2,7.8,,Não,Não,7.667,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-765,0,L,Aluno-765,2013,9,Menino,2022,Escola Pública,,,Ágata,6.902,523,149,11,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.3,7.5,Não atendido,4.3,5.0,3.7,,Não,Não,7.417,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-766,0,L,Aluno-766,2011,11,Menina,2020,Escola Pública,Ametista,Ametista,Topázio,8.185,88,23,1,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.5,7.5,Não atendido,8.7,8.5,8.8,,Não,Não,8.333,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-767,0,L,Aluno-767,2012,10,Menino,2021,Escola Pública,,Ametista,Ametista,7.511,304,87,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.0,7.5,Não atendido,7.0,7.3,6.7,,Não,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-768,0,L,Aluno-768,2012,10,Menina,2021,Escola Pública,,Ametista,Ametista,7.646,255,71,6,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,10.0,7.5,Não atendido,7.1,7.0,7.2,,Não,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-769,0,M,Aluno-769,2013,9,Menina,2022,Escola Pública,,,Ametista,7.598,272,76,3,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.5,7.5,Não avaliado,7.9,9.6,6.2,,Sim,Sim,8.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-770,0,M,Aluno-770,2015,7,Menino,2022,Escola Pública,,,Topázio,8.143,101,28,1,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,7.5,Não avaliado,8.3,8.5,8.1,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-771,0,M,Aluno-771,2015,7,Menina,2022,Escola Pública,,,Ametista,7.873,179,49,2,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.3,7.5,Não avaliado,7.0,7.2,6.9,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-772,0,M,Aluno-772,2011,11,Menino,2021,Escola Pública,,Quartzo,Ágata,6.994,490,139,5,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,5.4,7.5,Não avaliado,9.2,9.3,9.2,,Não,Não,7.25,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-773,0,M,Aluno-773,2013,9,Menina,2022,Escola Pública,,,Ágata,6.922,520,147,6,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.8,5.0,Não indicado,8.1,9.3,6.8,,Não,Não,7.083,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-774,0,M,Aluno-774,2014,8,Menina,2022,Escola Pública,,,Ametista,7.587,280,78,4,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.8,7.5,Não avaliado,6.1,7.8,4.4,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-775,0,N,Aluno-775,2012,10,Menino,2021,Escola Pública,,Ágata,Quartzo,5.79,751,182,7,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.9,5.7,4.4,Não indicado,5.7,5.5,5.8,,Não,Não,6.417,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-776,0,N,Aluno-776,2013,9,Menina,2022,Escola Pública,,,Quartzo,3.898,856,190,9,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,0.0,4.3,4.4,Requer avaliação,1.7,0.0,3.3,,Não,Não,6.333,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-777,0,N,Aluno-777,2014,8,Menino,2022,Escola Pública,,,Ametista,7.096,457,133,4,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,7.7,7.5,Não atendido,5.3,6.5,4.0,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-778,0,N,Aluno-778,2013,9,Menina,2021,Escola Pública,,Topázio,Ametista,7.432,342,100,3,2,Avaliador-13,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.7,7.5,Não atendido,7.1,6.0,8.2,,Não,Sim,8.833,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-779,0,N,Aluno-779,2012,10,Menino,2022,Escola Pública,,,Quartzo,5.702,760,183,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,5.0,7.5,Não atendido,2.6,2.2,3.0,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-780,0,N,Aluno-780,2013,9,Menina,2022,Escola Pública,,,Ágata,6.955,502,143,6,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,7.6,7.5,Não atendido,6.9,6.3,7.5,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-781,0,N,Aluno-781,2013,9,Menina,2021,Escola Pública,,Topázio,Ametista,7.786,205,54,1,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.9,7.5,Não atendido,8.3,8.0,8.5,,Não,Não,7.75,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-782,0,N,Aluno-782,2014,8,Menino,2022,Escola Pública,,,Ametista,7.485,317,93,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.4,7.5,Não atendido,6.0,5.7,6.3,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-783,0,N,Aluno-783,2014,8,Menino,2021,Escola Pública,,Ametista,Ágata,6.996,487,138,5,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,5.8,7.5,Não atendido,6.0,4.7,7.3,,Não,Não,6.917,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
